name,price,item_id,category,description
Warm Audio WA-14 Large-Diaphragm Condenser Microphone,$299.99,24521052785,Microphones & Wireless Systems,"['Brand:Warm Audio', 'Form Factor:Condenser Microphone', 'Connectivity:Wired', 'Transducer Type:Condenser', 'Model:Warm Audio WA-14', 'Diaphragm Size:Large', 'Suitable For:Studio Recording', 'MPN:WA-14', 'Maximum SPL:148 dB', 'Color:Black', 'Polar Pattern:Cardioid']"
Epiphone Les Paul Special II Sobe Edition Right-Handed Electric Guitar,$249.99,23821047630,Electric Guitars,"['Brand:Epiphone', 'Type:Right-Handed Electric Guitar', 'Series:Sobe', 'Model:Les Paul Special II', 'Body Color:Green', 'Handedness:Right-Handed', 'String Configuration:6-String', 'Number of Frets:22', 'Model Year:2004']"
Terada T-700 Right Hand 6 String Acoustic Guitar,$329.99,25521049981,Acoustic Guitars,"['Brand:Terada', 'Type:Acoustic', 'Model:T-700', 'String Configuration:6 String', 'Handedness:Right-Handed', 'Body Color:Brown']"
Orange Micro Dark 20W Hybrid Electric Guitar Amplifier Head,$129.99,23221044598,Guitar Amplifiers,"['Brand:Orange', 'Amplifier Type:Amplifier Head', 'Product Line:Micro Dark', 'Suitable For:Electric Guitar', 'Amplifier Technology:Hybrid', 'Number of Channels:1', 'Power:20 Watts Max', 'MPN:MICRORDARK', 'Model:Micro Dark', 'Impedance:8 O']"
Rogue SO-069-RAG-R Starter 6-String Acoustic Guitar Red Burst - Spruce/Linden,$79.99- $67.97,24123026381,Acoustic Guitars,"['Brand:Rouge', 'Type:Acoustic Guitar', 'Number of Frets:19', 'Model:SO-069-RAG-R', 'Body Type:Flat', 'String Configuration:6 String', 'Handedness:Right', 'Body Color:Red', 'Fretboard Material:Rosewood', 'Neck Material:Maple', 'Model Year:2007', 'MPN:SO-069-RAG-R']"
Mitchell O120CESB Cutaway Acoustic-Electric Guitar - Right Handed,$119.99,24122031643,Acoustic Electric Guitars,"['Brand:Mitchell', 'Type:Acoustic Electric Guitar', 'String Configuration:6', 'Number of Frets:20', 'Body Type:Auditorium', 'Model:O120CESB', 'Handedness:Right-Handed', 'Body Material:Spruce', 'Body Color:Brown', 'Fretboard Material:Jatoba', 'Neck Material:Mahogany', 'MPN:O120CESB']"
Roland DJ-202 2-Channel Serato DJ Controller,$199.99,25524048044,DJ Controllers,"['Brand:Roland', 'Type:DJ Controller', 'Number of Channels:2', 'Input/Output Ports:USB', 'Form Factor:Tabletop', 'Effect/Enhancement:Echo', 'Model:DJ-202', 'Color:Black']"
AKG C214 Professional Large Diaphragm Condenser Microphone,$199.99,23422052108,Microphones & Wireless Systems,"['Brand:AKG', 'Form Factor:Microphone', 'Model:C214', 'MPN:Does Not Apply', 'Color:Multicolor', 'Polar Pattern:Unidirectional']"
Overload MG406 Acoustic Guitar 41” 6-String Dreadnought - Right-Handed,$139.99- $118.97,24121031037,Acoustic Guitars,"['Brand:Overload', 'Type:Guitar', 'Number of Frets:20', 'Model:MG406', 'Body Type:Dreadnought', 'String Configuration:6 String', 'Body Material:Natural Spruce', 'Handedness:Right', 'Body Color:Brown', 'Fretboard Material:Rosewood', 'Neck Material:Mahogany', 'MPN:MG406']"
Fender CD-100 L/H NAT-DS-V2 6-String Dreadnought Acoustic Guitar - Natural,$249.99,24222024861,Acoustic Guitars,"['Brand:Fender', 'Type:Acoustic Guitar', 'Model:CD-100 L/H NAT-DS-V2', 'Body Type:Dreadnought', 'String Configuration:6 String', 'Handedness:Left-Hand', 'Body Color:Natural', 'Set Includes:Carrying Case', 'MPN:Does Not Apply']"
